region,Year,"average_value_Adjusted net enrollment rate, primary, female (% of primary school age children)","average_value_Adjusted net enrollment rate, primary, male (% of primary school age children)","average_value_Adolescent fertility rate (births per 1,000 women ages 15-19)",average_value_Births attended by skilled health staff (% of total),"average_value_Children out of school, primary, female","average_value_Children out of school, primary, male","average_value_Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, female (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)","average_value_Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","average_value_Fertility rate, total (births per woman)","average_value_Life expectancy at birth, female (years)","average_value_Life expectancy at birth, male (years)","average_value_Mortality rate, adult, female (per 1,000 female adults)","average_value_Mortality rate, adult, male (per 1,000 male adults)","average_value_Persistence to last grade of primary, female (% of cohort)","average_value_Persistence to last grade of primary, male (% of cohort)","average_value_Primary education, teachers (% female)","average_value_Progression to secondary school, female (%)","average_value_Progression to secondary school, male (%)","average_value_Repeaters, primary, female (% of female enrollment)","average_value_Repeaters, primary, male (% of male enrollment)","average_value_School enrollment, secondary, female (% gross)","average_value_School enrollment, secondary, female (% net)","average_value_School enrollment, secondary, male (% gross)","average_value_School enrollment, secondary, male (% net)","average_value_School enrollment, tertiary, female (% gross)","average_value_School enrollment, tertiary, male (% gross)","average_value_Secondary education, general pupils (% female)","average_value_Secondary education, pupils (% female)","average_value_Secondary education, teachers (% female)","average_value_Secondary education, vocational pupils (% female)","average_value_Survival to age 65, female (% of cohort)","average_value_Survival to age 65, male (% of cohort)","average_value_Trained teachers in primary education, female (% of female teachers)","average_value_Trained teachers in primary education, male (% of male teachers)",decade,secondary_gap
Europe & Central Asia,1984.0,92.27059142857142,91.16731285714286,34.3528,99.6,40449.57142857143,47574.42857142857,,,,,,,,,,,,,,,,,,,2.37025,74.67944444444444,68.0093611111111,98.19213888888889,194.52163888888887,90.20243030124243,88.56761423746745,65.36172561645508,94.58906999999999,93.399214,3.3256954545454547,4.072171818181818,88.72501704567355,81.81233166666668,89.00619687532127,81.25928166666667,19.41383538927351,21.465488115946453,50.11947789473684,48.2626347368421,44.42933177947998,45.193572,81.89117325945946,68.6180646,,,1980.0,0.553050000000006
Europe & Central Asia,1985.0,93.00232444444444,92.00465,33.876064864864865,99.7,45625.77777777778,54144.22222222222,,,,,,,25.769139766693115,34.24018001556395,29.91996097564695,9.196569919586164,15.565080642700199,12.308265209198002,,,,,,,2.3322222222222226,74.77297222222222,68.1251388888889,97.63605555555556,192.88627777777776,90.20398712158205,90.06139373779297,65.83131998235531,88.644085,92.54214999999999,4.688686363636363,5.784868181818182,93.28685039944124,82.61710000000001,91.36680814954971,81.41397333333333,20.987831202420328,22.95087179270657,50.88532631578947,49.234634444444445,46.7258861541748,46.0474155,82.11222671351351,68.9158989945946,,,1980.0,1.2031266666666696
Europe & Central Asia,1986.0,92.81991555555555,91.91113,33.39932972972973,99.57,33834.555555555555,39517.0,,,,,,,42.27525997161865,46.5847034454346,44.336895942688,11.10071516036988,12.544999599456775,11.7924098968506,5.80000019073486,8.31762981414795,7.0,31.86004543304445,36.897119522094755,34.28886556625365,2.313527777777778,74.98891666666667,68.392,97.19063888888888,191.36922222222222,91.09587860107423,90.00365943908693,70.5091094970703,90.41806714285714,93.43455000000002,3.339831,4.295088999999999,92.2615839087445,83.01782142857142,93.60213022646693,81.63088142857143,21.886574904123943,23.19952789942423,49.68485125,48.25944260869564,48.302412850516184,43.5326648,82.33328016756757,69.21373338918919,,,1980.0,1.3869400000000016
Europe & Central Asia,1987.0,93.66465555555556,92.62187888888889,32.92259459459459,99.9225,21432.777777777777,27272.333333333332,,,,,,,65.1110916137695,66.0167465209961,65.5588226318359,17.0955104827881,17.2957706451416,17.1944999694824,,,,52.7206611633301,55.6596412658691,54.1735992431641,2.2906833333333334,75.17830555555555,68.54483333333333,96.1295,189.21975,95.16325092315674,95.04878616333008,67.27794127030806,89.11383333333333,91.74004166666667,2.8761025,3.6239333333333335,93.13747124922895,82.95749,92.79959307218856,81.93116285714287,22.74019850384105,23.95575519041581,49.8456655,48.50985578947368,47.3099204472133,45.65825,82.55433362162162,69.51156778378378,,,1980.0,1.0263271428571454
Europe & Central Asia,1988.0,95.064044,94.092394,32.65961081081081,99.86500000000001,15416.8,20743.8,,,,,,,58.61538505554199,64.4837760925293,61.3987693786621,12.28172993659974,13.291474819183335,12.76041531562806,,,,54.1858406066895,56.982738494873,55.5688705444336,2.284416666666667,75.29644444444445,68.63933333333334,95.56774999999999,189.96161111111113,97.81804370880127,97.78004360198976,67.21192169189455,90.7735542857143,92.6323042857143,2.636239166666667,3.3308691666666665,92.07330685570132,82.99725333333333,91.76398758661178,82.04858833333334,23.966412930261527,24.837675571441643,50.097635714285715,48.657516190476194,47.62661007472449,44.9470847826087,82.6997686972973,69.55225758918918,,,1980.0,0.9486650000000006
Europe & Central Asia,1989.0,94.53995,93.64729666666668,32.39662702702702,97.54277777777777,14995.222222222223,19379.333333333332,,,,,,,66.3891283671061,73.16404978434242,69.6282221476237,12.62205982208251,15.599852879842098,14.058113416035965,8.10000038146973,15.5012397766113,11.6999998092651,55.5101509094238,58.3053512573242,56.8919715881348,2.2353055555555557,75.49122222222223,68.80213888888889,95.21630555555555,191.84591666666665,96.05961524115669,96.28658464219835,71.67959282614969,88.775435,90.3679,1.6380463636363636,2.0379154545454545,94.21539754452908,83.53174857142858,95.12537002563472,82.51199428571428,24.949597379435662,25.261522541875426,50.09833409090909,48.3396147826087,50.16525967915854,44.8821180952381,82.84520377297298,69.5929473945946,,,1980.0,1.019754285714291
Europe & Central Asia,1990.0,94.9136625,94.0511925,32.13364324324324,98.12210526315789,15214.875,19149.125,,,,,,,65.74276351928712,69.00051021575928,67.2886743545532,13.489289665222156,16.351590156555197,14.848875999450701,,,,51.690470377604164,59.15341059366864,55.22176233927407,2.2113333333333336,75.60877777777779,68.77630555555555,95.0138918918919,193.35313513513512,97.96058019002278,97.65206146240234,71.87329177856445,84.1370575,89.0448125,2.537360833333333,3.4781333333333335,93.28165784089465,83.71602285714286,93.77748439622958,82.42886285714285,26.528563997019887,26.41245062454888,50.219798636363635,48.465562608695656,49.36799883842468,44.07181863636364,82.99063884864866,69.63363720000001,,,1990.0,1.28716
Europe & Central Asia,1991.0,95.045138,94.304452,31.87065945945946,97.47263157894737,16745.0,21855.9,,,,7.20783996582031,8.19369983673096,7.66812992095947,48.51394391059875,58.53727746009829,51.50221061706544,9.932248804304333,12.278014553917787,10.805099868774406,6.45913330713908,8.69816017150879,7.51126670837402,51.33770624796549,54.98344294230143,47.55967617034915,2.1634324324324323,75.67624324324325,68.80867567567567,94.18532432432433,194.51535135135137,97.50485610961914,97.3899393081665,75.97434167300953,88.003242,91.87585800000001,3.7707369999999996,4.94328,94.33680138221156,84.51946888888888,94.20508267329288,83.28855,28.203407211303713,28.29739707946778,50.58892892857143,48.69798153846154,55.36920261383059,43.59178192307692,83.13607392432432,69.6743270054054,,,1990.0,1.230918888888891
Europe & Central Asia,1992.0,94.81535545454545,94.16705999999999,31.607675675675672,97.59333333333333,21523.272727272728,26180.81818181818,,,,15.1876497268677,14.8787498474121,15.0391302108765,62.37202072143557,67.86614735921223,65.0070063273112,13.958510080973317,14.716759681701674,14.318766434987396,15.1876497268677,14.8787498474121,15.0391302108765,62.4877510070801,62.947021484375,62.7166481018066,2.117916666666667,75.89083333333333,68.93027777777777,93.47637837837839,194.71667567567567,95.38201577322823,94.73895481654577,73.64195469447544,98.44896800000001,97.958822,1.5205536363636363,1.9172727272727272,95.60161575904259,85.00342111111111,95.33905968299275,83.54310444444444,29.860104331970206,29.338284530639665,50.498119259259255,48.72629692307692,53.15555485812101,43.96821375,83.281509,69.71501681081081,,,1990.0,1.4603166666666678
Europe & Central Asia,1993.0,92.25639636363636,91.16380727272727,30.409918918918915,96.62904761904763,33541.545454545456,39056.818181818184,,,,,,,75.8430709838867,75.4382705688477,75.6411666870117,21.9599304199219,21.3555603027344,21.6585102081299,,,,64.757568359375,64.2532806396484,64.5060424804688,2.0501666666666667,75.92,68.97413888888889,93.04327027027027,192.619,95.60050328572589,94.69976170857746,75.13166828155519,98.07478833333334,98.639635,1.9164353846153845,2.510093846153846,97.8818297550596,88.49175699999999,96.81160893933529,86.585879,31.701965200489962,30.61351394653321,50.56612806451613,48.95133620689655,53.83791934742647,43.72284,83.4830588918919,70.08097636756757,,,1990.0,1.905877999999999
Europe & Central Asia,1994.0,92.68509714285713,93.32344071428572,29.21216216216216,97.15388888888889,50063.142857142855,35244.28571428572,,,,,,,77.1383438110352,76.5964965820313,58.3805122375488,20.880135536193848,20.38743495941165,16.144443194071453,,,,59.83934593200685,63.99562454223636,61.9318084716797,1.97725,76.12888888888888,69.16361111111111,92.31645945945945,190.56621621621622,97.788631439209,96.91262435913082,77.38079001686789,98.062996,99.527098,1.7084283333333332,2.178265833333333,99.54639632126379,89.46558111111112,99.21759033203124,88.45034555555556,34.77783892949422,32.76422430674235,50.63733787878788,48.76333931034483,54.12169315940455,43.31747448275862,83.68460878378377,70.44693592432432,,,1990.0,1.015235555555555
Europe & Central Asia,1995.0,93.47068230769231,92.97415,28.0144054054054,96.80421052631579,47966.92307692308,35766.769230769234,,,,,,,83.26244354248044,85.76705551147461,84.45792388916016,23.593309402465803,26.7398198445638,25.092210769653335,9.63547039031982,15.9468002319336,12.6599702835083,65.457332611084,70.73674265543623,68.04999923706056,1.9187027027027028,76.17425,69.22,92.20224324324323,189.8878108108108,96.060564994812,95.39994907379152,78.33553856297544,93.2543875,92.84687,1.4460381818181818,1.7635563636363636,99.93814192147086,91.4304188888889,99.14226321516375,89.41753333333332,37.14787655491983,33.74191084215718,50.6885209375,48.85258689655173,56.86928468592027,43.07454310344828,83.88615867567567,70.81289548108109,,,1990.0,2.012885555555556
Europe & Central Asia,1996.0,94.007894375,93.7912475,26.81664864864865,96.92869565217391,19091.5625,20475.5,,,,,,,,,,,,,,,,,,,1.8741666666666665,76.41466666666666,69.55413888888889,90.56808108108108,186.71275675675676,96.49338785807292,96.0139821370443,81.63997830842672,98.18338625,99.46379625,1.3129775,1.9294,102.41272953578407,88.42548363636364,100.04648998805457,86.69736818181819,39.862962913513186,35.33530114491781,51.21800967741935,49.31377964285714,60.63760839189802,44.29227370370371,84.08770856756757,71.17885503783783,,,1990.0,1.7281154545454571
Europe & Central Asia,1997.0,93.1719025,94.0755825,25.61889189189189,97.23590909090909,50886.25,31741.583333333332,,,,,,,,,,,,,,,,,,,1.8225405405405404,76.55978378378379,69.85075675675675,90.75454054054055,184.63024324324326,94.54347686767578,95.01074981689456,79.29369466445026,98.92337500000001,99.99761000000001,1.19006,1.5123925,97.18712295532231,84.16534,95.60739166259773,84.45742666666666,40.914264018719024,35.8318305015564,50.591413214285716,49.0493904,58.65812546866281,45.4692925,84.28925845945946,71.5448145945946,,,1990.0,-0.29208666666666855
Europe & Central Asia,1998.0,93.91295666666666,94.81810333333334,24.59009189189189,97.1103714814815,15233.666666666666,14735.777777777777,,,,7.47370004653931,6.19175004959106,6.87264013290405,22.1879405975342,25.2855396270752,23.6402893066406,7.47370004653931,6.19175004959106,6.87264013290405,7.47370004653931,6.19175004959106,6.87264013290405,14.6150102615356,14.4737501144409,14.5487804412842,1.7837777777777777,76.83391666666667,70.18166666666667,88.68816216216216,181.7921081081081,97.49114608764648,97.20189539591473,79.0981616973877,99.380725,98.08134416666667,0.9211141666666666,1.16366,102.50332336425778,89.38094444444444,99.71067810058594,87.39865,44.0501460662255,37.342466574448814,51.29342888888888,49.367338,58.80828942192925,42.4400004,84.58632901081081,72.05251213513515,,,1990.0,1.9822944444444457
Europe & Central Asia,1999.0,94.249365,95.16926357142857,23.56129189189189,97.49730769230769,40157.53846153846,20916.46153846154,,,,8.9322953224182,11.635475158691385,10.1999249458313,69.60370540618898,74.9930205345154,72.11662817001344,26.109172582626325,27.018737792968718,26.537312269210826,12.344153404235833,11.873313268025724,12.1231867472331,59.245710134506226,64.21755695343018,61.568554401397705,1.7617777777777777,77.05266666666667,70.54955555555556,87.80708108108108,178.7862972972973,97.99466959635417,97.19893849690756,80.89215933758281,99.57272642857143,99.10473071428571,0.903033,1.2121125,99.18413613059306,85.68260136363637,97.74398110129609,85.02828954545454,43.918569151560476,37.08707027435302,50.49778117647059,48.9811903030303,59.233315317254316,42.3328803125,84.88339956216217,72.56020967567568,96.45645650227863,90.54517618815105,1990.0,0.6543118181818183
Europe & Central Asia,2000.0,94.29972125,94.653843125,22.53249189189189,97.07724137931034,20506.466666666667,20399.266666666666,,,,7.82870006561279,6.61153984069824,7.2566499710083,56.9305295944214,60.73210144042965,58.77429008483885,10.514860153198246,16.62633991241457,13.539465427398701,7.0356950759887695,10.897130012512221,8.951819896698,44.610106945037856,50.114160060882604,47.319396018981955,1.7455945945945948,77.21356756756757,70.82778378378379,86.6362972972973,175.6518918918919,96.87338383992514,96.30325232611763,81.21244690634988,99.00130349999999,99.585055,0.9135549999999999,1.2444095454545454,99.84114871305577,85.89207125,97.88453696755799,85.22991416666666,46.94942194620769,39.09878540039063,50.45893685714285,49.133127058823526,60.76011867523194,42.12347060606061,85.18047011351351,73.06790721621623,98.20318094889323,98.29992421468098,2000.0,0.6621570833333313
Europe & Central Asia,2001.0,93.91824466666667,94.49136133333333,21.503691891891894,98.01357142857144,19446.2,18356.466666666667,,,,15.78964964548746,14.831330140431726,15.325146834055596,73.19587659835817,79.83822202682495,76.34145069122317,14.553910187312535,15.964937414441792,15.227764402117044,11.03269284112112,12.113320010049007,11.547074317932143,45.463371276855476,51.47133302688597,48.29872465133668,1.7134864864864865,77.58986486486486,71.2522972972973,84.99045945945946,171.67127027027027,97.1072858174642,96.71973588731555,83.10030624389648,99.235191,99.601169,0.844526956521739,1.166828695652174,101.99011304301601,86.53530272727272,100.2789227885585,86.0800159090909,49.64106718699138,40.69686870574951,50.390370000000004,48.98762258064516,61.85819539156827,42.851036774193545,85.47754066486486,73.57560475675676,99.9719657897949,99.9698486328125,2000.0,0.4552868181818184
Europe & Central Asia,2002.0,93.78450444444444,93.93188388888888,20.474891891891893,98.53892857142857,20073.277777777777,20209.166666666668,,,,8.90281963348389,6.34497976303101,7.69954013824463,55.3486057281494,64.69101181030271,59.8259464263916,18.0713035265605,18.651616811752316,18.362708409627288,12.258001899719229,12.896767902374261,12.556090164184576,53.1710319519043,59.68097496032718,56.23693084716797,1.7095405405405406,77.71024324324324,71.46283783783784,83.60167567567568,168.85727027027028,96.95603349473743,97.17975785997179,84.782529376802,99.19001263157895,99.3310642105263,0.6969895833333334,0.9636725,103.61485239664714,88.2653168,102.17098210652668,88.01829400000001,52.63411366144816,42.380105400085455,50.26789060606061,48.934243,62.17004514995375,42.66412290322581,85.77461121621621,74.08330229729731,100.0,100.0,2000.0,0.24702279999999915
Europe & Central Asia,2003.0,93.2719652631579,93.4661452631579,20.310686486486485,98.25133333333333,18615.526315789473,18828.315789473683,,,,10.1406202316284,7.5997200012207,8.94606971740723,63.8441171646118,65.16524505615234,64.4728651046753,22.50499486923215,18.80192470550535,20.710015296936014,25.090586662292466,21.4642162322998,23.338513692220044,55.546116511027,55.7904370625814,55.70124053955076,1.7154054054054053,77.84308108108108,71.68572972972973,82.23916216216216,166.12856756756756,97.31480728952509,96.8194475675884,84.82366975148518,99.12795210526316,99.5318352631579,0.7521360869565217,1.0150752173913045,103.85934029856043,89.67678173913043,102.62230657762095,88.75701434782609,55.63582932154337,44.42431243260701,50.27358617647059,48.93414064516129,62.72575345246689,42.430194838709674,86.05015816216216,74.46381967567568,83.89152908325194,83.93523661295573,2000.0,0.9197673913043467
Europe & Central Asia,2004.0,94.02063578947369,93.98009263157894,20.14648108108108,97.72933333333334,16932.05,17685.6,,,,11.4314203262329,8.86960983276367,10.2277002334595,72.35146692064075,76.50918875800238,74.38480271233453,22.80633463178361,21.537917137146007,21.948054381779237,21.428835762871643,22.03447098202175,21.54264116287232,55.78285015953913,60.503097746107315,57.63872040642634,1.7399594594594596,78.26624324324325,72.04354054054053,80.5372972972973,163.63789189189188,97.39378393264045,96.6384993053618,83.9159457994544,99.17615666666667,99.66156333333332,0.7969911538461538,1.0452707692307692,99.89450048631242,89.48406875,99.61605072021489,89.40643875,58.50648911794026,46.07187945048013,50.22918117647059,48.76562580645162,61.715341567993164,42.47906935483871,86.32570510810811,74.84433705405405,73.72904841105147,79.60670852661134,2000.0,0.0776299999999998
Europe & Central Asia,2005.0,93.3137888888889,93.43742888888889,19.982275675675677,98.44758620689655,14908.222222222223,14245.111111111111,,,,11.626070022583,9.11633014678955,10.4475898742676,71.45144224166872,77.02502981821696,74.14996941884358,21.06777679920196,22.426305055618283,21.721042315165196,20.014774356569564,21.16098138264246,20.557239123753146,52.70210484095983,60.05610057285855,56.25489289419993,1.7364594594594593,78.42713513513513,72.24464864864865,79.28654054054054,161.6679189189189,98.12387920561291,97.65120079403832,84.01437377929688,99.30800136363636,99.73499181818183,0.6925476,0.9104956,100.47693848609929,89.42682,100.19904732704161,89.0985562962963,60.95788218180337,47.72593437830607,50.355737352941176,48.7526175,62.32561336864126,42.750955806451614,86.60125205405406,75.22485443243244,78.62119674682617,60.127575556437165,2000.0,0.32826370370370195
Europe & Central Asia,2006.0,94.60015090909091,94.81850681818182,19.81807027027027,97.807,17454.68181818182,12165.90909090909,,,,17.12282991409305,13.24172019958494,15.2881302833557,70.88294358686967,76.24071433327416,73.48702985590154,19.97848901748657,21.592649841308592,20.757328128814706,19.706431229909267,20.014700253804524,19.853635708491012,54.019870599110924,59.22544781366985,56.54186058044434,1.7626756756756756,78.72705405405405,72.54962162162161,77.665,159.4538108108108,98.08730049133301,97.75051994323731,85.03383941650394,98.92668652173914,99.40953130434784,0.8396738461538462,1.0548596153846153,101.13727283477782,90.12087807692306,100.74919271469116,89.73455923076924,61.239427745342276,47.47639715671539,50.31657542857143,48.7977434375,62.62603204900568,42.5918978125,86.87679899999999,75.60537181081081,87.0790303548177,87.06467692057294,2000.0,0.3863188461538441
Europe & Central Asia,2007.0,94.82925818181819,94.74396227272727,19.653864864864865,98.33214285714287,20362.090909090908,16560.81818181818,,,,15.480720202128067,15.10690657297773,15.302360216776535,76.94619631767274,81.12491297721863,79.12385702133179,24.735920637845993,26.28388112783432,25.675580203533166,20.93517004119025,20.778337319691975,21.060617605845138,61.28861537732576,66.72629195765445,64.12127675508198,1.7814864864864866,78.91970270270271,72.76543243243243,76.39702702702702,157.38318918918918,97.73721389770506,97.00822067260742,85.02318162184496,99.30374608695652,99.34366695652174,0.7675192857142857,1.0042914285714286,100.61978149414064,89.74926749999999,100.47063207626339,89.91732208333333,62.106490811994,48.153483452335486,50.39713171428571,48.764289999999995,63.47601368116297,42.3438365625,87.15234594594595,75.98588918918918,90.58990478515625,90.56395053863528,2000.0,-0.16805458333333276
Europe & Central Asia,2008.0,94.91495652173913,94.63281086956522,19.484167567567567,98.52518518518518,18589.739130434784,15327.652173913044,,,,15.518356641133634,14.927743593851714,15.240696271260598,77.21563078227796,82.6172601800216,79.80700342278733,21.582277649327327,23.635513255470684,22.558282551012546,19.74247746467591,20.519874429702753,20.1084894657135,58.877974192301444,66.208646774292,62.37595748901366,1.8247297297297298,79.13240540540541,73.09381081081081,74.65132432432434,153.56164864864866,97.61055374145508,97.34144002741033,85.27409626887395,99.2364364,99.5020456,0.7645986206896551,0.9798031034482759,101.34081292921495,90.16537,100.81986827235076,89.96081840000001,62.33562081654865,47.39376681645711,50.41142529411765,48.777839375,63.46309089660645,43.06108806451613,87.42712068108108,76.49221669189188,89.83456611633301,89.80075645446777,2000.0,0.20455159999999695
Europe & Central Asia,2009.0,93.70894666666666,93.53167142857143,19.31447027027027,98.84724137931035,24004.363636363636,21682.68181818182,0.0258399993181229,0.0383500009775162,0.03192999958992,19.604172229766874,15.956915140151976,17.882320404052724,82.21118391127814,86.51932888939267,84.27832412719725,24.70312690734864,26.11048153468541,25.39250723520915,23.08172905445099,23.697350581487015,23.35210510094961,65.60823877652486,72.21692617734273,68.699121316274,1.8277027027027026,79.38029729729729,73.3978918918919,73.27227027027027,150.42056756756756,98.53612274169922,97.91972473144533,85.69774862436148,98.61692125,98.82654833333333,0.724076,0.9303103333333334,101.04770094348537,90.04168,100.40574104555195,89.7923125,62.78722308476767,47.72164389292399,50.40322882352941,48.81921875,65.17863065546209,43.32862483870968,87.70189541621622,76.99854419459459,86.9204305013021,85.9752680460612,2000.0,0.24936749999999938
Europe & Central Asia,2010.0,94.47154913043478,94.28402130434783,19.144772972972977,98.88037037037037,20845.478260869564,18417.260869565216,,,,19.04109477996825,14.0513548851013,16.6903147697449,79.08582392605868,84.55957031250001,81.72131035544656,24.16080665588379,25.828357956626192,24.971945589238953,22.31135940551758,22.886376590728766,22.590992488861083,62.74133094787598,68.8903456878662,65.70155181884766,1.8324594594594594,79.61189189189189,73.6867027027027,71.1605945945946,146.1261081081081,96.88467788696289,96.92661813589243,86.17217529296875,99.22790958333333,99.53882541666667,0.6747835483870968,0.8416396774193549,101.99254400079903,90.33657333333333,101.92454043301673,90.06285555555554,65.60710608959195,50.78875559568406,50.25292628571428,48.65182970588235,63.859289741516115,42.272860606060604,87.97667015135134,77.50487169729729,90.0428237915039,90.83859634399413,2010.0,0.27371777777777645
Europe & Central Asia,2011.0,94.7770068,94.37664360000001,18.975075675675676,98.37153846153845,18774.12,17151.92,0.5048325099050998,0.7578599825501445,0.625507488846778,17.76092428820475,15.875012840543471,16.859036769185753,81.69688574473065,86.8774398167928,84.18897596995036,24.528502006530772,25.916444931030277,25.20786319732667,23.270743317074245,23.44369856516521,23.358117403807473,64.76999378204346,70.9239854812622,67.72839770998274,1.8015405405405405,80.03186486486487,74.14345945945946,69.938,141.89686486486488,96.89674896240234,96.74601959228518,86.09942683467159,99.09555499999999,99.39153958333333,0.7426200000000001,0.9234166666666667,102.48547649383542,89.53735839999999,102.53398585319519,89.46683639999999,68.03878971838184,52.89780142999462,50.21878970588235,48.58890242424243,64.25047120593841,42.36361787878788,88.25144488648648,78.0111992,87.7038330078125,81.97463684082032,2010.0,0.07052199999999971
Europe & Central Asia,2012.0,94.768468,94.549974,18.80537837837838,98.852,19203.72,18016.16,0.264272503554821,0.40541248396038937,0.3307300005108119,21.17658996582032,19.110668182373058,20.191537857055682,84.64577284313384,88.4906685238793,86.49966521490188,25.641026210784908,26.905190706253062,26.266821956634534,23.823577013882733,24.19128500331533,24.002552335912526,67.02670080765435,72.61766491765562,69.72006524127463,1.8061351351351351,80.10113513513514,74.37351351351352,67.8514864864865,137.9661081081081,97.61997795104982,97.17985089619954,84.5780808766683,98.91280285714285,99.42749714285715,0.6995158064516128,0.8568483870967742,102.5392498970032,90.1844047826087,102.79183220863345,89.64316956521739,67.54284268617631,52.768910259008386,50.185172571428566,48.58857181818181,63.73324446244674,42.85814454545455,88.52621962162162,78.5175267027027,81.40152740478516,75.52622222900392,2010.0,0.5412352173913054
Europe & Central Asia,2013.0,94.95860818181818,94.75999227272727,18.514405405405405,98.87407407407407,17191.31818181818,15627.90909090909,0.3681383319199086,0.6150558268030479,0.4882950062553093,19.891889938941354,19.002134543198807,19.475063250615047,86.27978049384224,89.920102013482,88.062773598565,27.4748510254754,28.13576846652561,27.808203432295066,26.01154944771214,25.570907442193274,25.92103958129884,69.20977668762207,75.29387464523316,72.31696090698242,1.7842162162162163,80.35097297297297,74.67402702702702,66.6528108108108,134.57205405405406,97.79954880934496,97.18618304912863,84.52228115450951,99.46425083333332,99.62485625,0.7358022222222222,0.9176177777777779,106.90079116821295,90.69580192307693,105.89846563339232,89.99940269230768,67.77217934348366,53.548099835713714,50.297318235294114,48.75422363636364,64.9301448235145,42.47806878787879,88.728904,78.8947126918919,95.21909332275395,95.45225524902344,2010.0,0.6963992307692308
Europe & Central Asia,2014.0,95.4400691304348,95.25874391304347,18.223432432432435,98.81448275862068,14947.04347826087,13812.130434782608,0.49919954619624396,0.9244968125765969,0.7048600041730837,21.083131194114692,21.984192649523422,21.529806693394974,85.94060958862306,89.73851837158203,87.76972778320312,28.528721014658615,28.596201101938878,28.578055381774902,25.880475680033367,26.768799428586604,26.32458746874773,67.94025703712747,74.23700417412653,70.96797279075342,1.8047027027027027,80.64462162162162,75.02332432432432,65.29002702702704,131.27116216216217,97.88982723070228,97.90571163011634,84.33414742254442,99.46481222222222,99.78073296296296,0.6729558620689656,0.8277403448275863,108.66457489998108,90.38486037037038,107.14520189839028,89.80011037037038,66.538680749781,52.85767311208389,50.220225428571425,48.82957787878788,64.75984634399414,43.2732959375,88.93158837837838,79.27189868108108,97.6764399210612,97.7011489868164,2010.0,0.5847500000000012
Europe & Central Asia,2015.0,94.98685578947368,94.69532,17.93245945945946,98.90559999999999,15746.894736842105,15219.894736842105,0.5410615012049675,0.9678439937531949,0.7482590049505233,21.911746025085453,21.951264426821748,21.93017905099051,85.63504687222567,89.51342704079367,87.50840915333141,29.14019431238589,29.14591047038204,29.147388168003257,27.177247734069823,27.24279468536377,27.220904006957998,68.3032836151123,74.2808511352539,71.18692550659179,1.8000810810810812,80.53854054054054,75.04954054054055,64.47505405405406,128.82713513513514,97.76388981031337,97.7453553572945,85.05773869267217,99.28027518518519,99.57056518518519,0.695318,0.8489233333333334,109.94717823375356,91.05241892857143,108.50610120368724,90.35075071428571,67.20378417679758,52.80647231593277,50.22957388888889,48.80761470588236,65.42189834594727,43.20220454545454,89.13427275675676,79.64908467027027,97.5945027669271,97.60956319173177,2010.0,0.7016682142857158
Europe & Central Asia,2016.0,95.361849,95.1211505,17.641486486486485,98.96833333333335,16288.65,16468.3,0.5500449981540441,0.9830790087580688,0.7603480033576486,22.206765356517977,21.26706704639255,21.75575201851981,85.7578632520593,89.90181085337763,87.75604264632516,30.21316727724942,29.86140606620095,30.05634173479948,27.177125453948985,27.406768202781667,27.299655079841628,69.92281881968181,76.28820912043254,72.98926115036012,1.8063783783783784,80.8347027027027,75.32272972972973,63.18937837837838,125.7615945945946,98.12692687988282,97.65826416015625,86.19273297540074,99.33162714285713,99.38330392857142,0.7927039285714287,0.9686110714285715,111.13012847900396,90.76784259259259,110.06715291341153,90.03672074074075,70.54832481615473,56.3180362817013,50.143676285714285,48.76773193548387,66.23730291639056,42.69841533333333,89.33695713513514,80.02627065945946,99.0801289876302,79.65009307861327,2010.0,0.731121851851853
